car,price,body,mileage,engV,engType,registration,year,model,drive
Toyota,12000,sedan,133,2.4,Gas,yes,2008,Camry,front
Nissan,12000,hatch,14,1.2,Petrol,yes,2014,Micra,front
Renault,12000,van,137,1.5,Diesel,yes,2012,Grand Scenic,front
Alfa Romeo,12000,sedan,150,2.2,Petrol,yes,2008,159,front
Volkswagen,12000,sedan,73,1.6,Gas,yes,2011,Polo,front
Honda,12000,sedan,135,2.4,Gas,yes,2008,Accord,front
Kia,12000.495,sedan,1,1.4,Petrol,yes,2015,Rio,front
Ford,12099,sedan,109,1.6,Gas,yes,2011,Focus,front
Honda,12100,hatch,95,1.8,Petrol,yes,2010,Civic,front
Alfa Romeo,12100,sedan,91,2.2,Petrol,yes,2008,159,front
Peugeot,12100,vagon,171,1.6,Diesel,yes,2010,5008,front
Volkswagen,12114.34965,sedan,0,1.6,Petrol,yes,2016,Polo,front
Mazda,12150,sedan,105,2,Petrol,yes,2009,6,front
Renault,12179,vagon,95,1.5,Diesel,yes,2012,Megane,front
Volkswagen,12199,vagon,149,2,Diesel,yes,2008,Passat B6,front
Toyota,12200,sedan,185,3.5,Petrol,yes,2008,Camry,front
Renault,12200,van,164,2.5,Diesel,yes,2009,Trafic груз.,front
Skoda,12200,vagon,150,1.8,Petrol,yes,2012,Octavia A5,front
Honda,12200,sedan,185,2.4,Gas,yes,2008,Accord,front
Honda,12200,hatch,82,1.8,Petrol,yes,2009,Civic,front
Opel,12200,van,145,2,Diesel,yes,2013,Vivaro пасс.,front
Audi,12200,sedan,130,2.4,Petrol,yes,2006,A6,front
Hyundai,12200,crossover,118,2,Gas,yes,2011,Tucson,front
Ford,12200,sedan,70,1,Petrol,yes,2013,Focus,front
Skoda,12200,sedan,104,1.4,Petrol,yes,2011,Octavia A5,front
Ford,12200,sedan,75,1,Petrol,yes,2013,Focus,front
Skoda,12200,sedan,137,1.2,Petrol,yes,2011,Octavia A5,front
Toyota,12200,sedan,157,2.4,Gas,yes,2009,Camry,front
Skoda,12226.5,crossover,83,1.2,Petrol,yes,2012,Yeti,front
Ford,12226.5,vagon,91,1.6,Petrol,yes,2012,C-Max,front
Nissan,12276.147,hatch,0,1.2,Petrol,yes,2015,Micra,front
Toyota,12300,sedan,157,2.4,Gas,yes,2007,Camry,front
Ford,12300,hatch,71,1.6,Gas,yes,2013,Fiesta,front
Nissan,12300,sedan,115,2.5,Petrol,yes,2009,Teana,front
Skoda,12300,other,102,1.8,Petrol,yes,2010,Octavia A5,front
Skoda,12300,sedan,102,1.6,Petrol,yes,2012,Octavia A5,front
Renault,12300,sedan,99,2.5,Petrol,yes,2011,Latitude,front
Nissan,12300,crossover,88,2,Petrol,yes,2009,Qashqai,front
Hyundai,12300,sedan,48,1.6,Petrol,yes,2013,Accent,front
Toyota,12300,sedan,135,2.4,Petrol,yes,2006,Camry,front
Honda,12300,other,140,2.4,Petrol,yes,2008,Accord,front
Chevrolet,12300,hatch,670,1.8,Gas,yes,2013,Cruze,front
Nissan,12300,hatch,20,1.2,Petrol,yes,2013,Micra,front
Skoda,12300,sedan,56,1.2,Petrol,yes,2014,Rapid,front
Skoda,12300,sedan,109,1.9,Diesel,yes,2009,Octavia A5,front
Volkswagen,12300,hatch,62,1.4,Petrol,yes,2012,Polo,front
Volkswagen,12300,other,248,1.9,Diesel,yes,2010,T5 (Transporter) пасс.,front
Ford,12300,sedan,43,1.6,Petrol,yes,2013,Mondeo,front
Skoda,12300,hatch,39,1.2,Petrol,yes,2014,Rapid,front
Volkswagen,12300,van,182,2,Diesel,yes,2011,T6 (Transporter) груз,front
Renault,12350,van,159,2,Diesel,yes,2010,Trafic пасс.,front
Renault,12350,sedan,64,2,Gas,yes,2011,Fluence,front
Volkswagen,12350,van,167,1.4,Petrol,yes,2011,Touran,front
Opel,12350,van,159,2,Diesel,yes,2010,Vivaro пасс.,front
Hyundai,12356.175,sedan,1,1.4,Petrol,yes,2015,Accent,front
Honda,12399,sedan,90,2.4,Petrol,yes,2008,Accord,front
Renault,12399,van,177,2,Diesel,yes,2009,Trafic пасс.,front
Skoda,12400,sedan,110,1.8,Petrol,yes,2012,Octavia A5,front
SsangYong,12400,crossover,73,2,Diesel,yes,2011,Korando,front
Mitsubishi,12400,sedan,52,1.6,Petrol,yes,2013,Lancer X,front
Honda,12400,sedan,152,2,Petrol,yes,2008,Accord,front
Volkswagen,12400,other,248,2.5,Diesel,yes,2007,T5 (Transporter) пасс.,front
Toyota,12400,sedan,135,3.5,Gas,yes,2007,Camry,front
Opel,12400,van,214,2,Diesel,yes,2008,Vivaro пасс.,front
Toyota,12400,hatch,52,1.4,Other,yes,2012,Prius,front
Honda,12400,hatch,52,1.4,Other,yes,2012,Insight,front
SsangYong,12400,crossover,70,2,Gas,yes,2012,Korando,front
Toyota,12450,sedan,162,3.5,Gas,yes,2007,Camry,front
Audi,12450,vagon,1,2,Diesel,yes,2008,A4,front
Renault,12499,van,78,2,Diesel,yes,2012,Trafic пасс.,front
Volkswagen,12499,other,184,2,Diesel,yes,2012,T6 (Transporter) груз,front
Ford,12500,sedan,63,1.6,Petrol,yes,2013,Focus,front
Mazda,12500,sedan,89,2,Petrol,yes,2009,6,front
Honda,12500,other,112,2.4,Petrol,yes,2008,Accord,front
Volkswagen,12500,vagon,96,NA,Petrol,yes,2010,Golf VI,front
Volkswagen,12500,sedan,118,1.6,Diesel,yes,2011,Golf VI,front
Volkswagen,12500,van,207,1.9,Diesel,yes,2007,Sharan,front
Toyota,12500,sedan,140,3.5,Gas,yes,2007,Camry,front
Fiat,12500,van,92,1.4,Gas,yes,2013,Doblo пасс.,front
Chevrolet,12500,sedan,64,1.8,Petrol,yes,2013,Cruze,front
Skoda,12500,sedan,127,1.8,Petrol,yes,2009,Superb,front
Honda,12500,sedan,130,2,Petrol,yes,2008,Accord,front
Skoda,12500,sedan,225,1.8,Gas,yes,2009,Superb,front
Honda,12500,other,52,2.4,Petrol,yes,2008,Accord,front
Ford,12500,sedan,99,1.6,Petrol,yes,2012,Mondeo,front
Peugeot,12500,other,225,2.2,Diesel,yes,2011,Boxer груз.,front
Opel,12500,sedan,140,1.4,Petrol,yes,2012,Insignia,front
Toyota,12500,sedan,110,2.4,Gas,yes,2007,Camry,front
Volkswagen,12500,vagon,195,1.6,Diesel,yes,2013,Golf VI,front
Audi,12500,sedan,165,2.4,Petrol,yes,2006,A6,front
Volkswagen,12500,sedan,177,NA,Petrol,yes,2008,Passat B6,front
Volkswagen,12500,sedan,128,2,Petrol,yes,2007,Passat B6,front
Kia,12500,sedan,38,1.6,Petrol,yes,2013,Rio,front
Ford,12500,hatch,50,0.9,Petrol,yes,2013,Focus,front
Citroen,12500,van,120,1.6,Diesel,yes,2013,Berlingo пасс.,front
Nissan,12500,hatch,7,1.2,Petrol,yes,2015,Micra,front
Volkswagen,12500,sedan,161,2,Petrol,yes,2006,Passat B6,front
Volkswagen,12500,sedan,84,2,Petrol,yes,2007,Passat B6,front
Toyota,12500,sedan,175,2.4,Petrol,yes,2007,Camry,front
Mazda,12500,crossover,154,2.3,Gas,yes,2008,Tribute,front
Toyota,12500,hatch,75,1.4,Diesel,yes,2012,Yaris,front
Volkswagen,12500,other,160,2.5,Other,yes,2006,T5 (Transporter) пасс.,front
Skoda,12500,sedan,33,1.6,Petrol,yes,2012,Octavia A5,front
Nissan,12500,crossover,89,1.6,Petrol,yes,2011,Juke,front
Skoda,12500,sedan,105,1.8,Petrol,yes,2010,Superb,front
Chevrolet,12500,sedan,43,1.8,Petrol,yes,2012,Cruze,front
Chevrolet,12500,sedan,43,1.8,Petrol,yes,2012,Cruze,front
Peugeot,12500,hatch,80,1.4,Diesel,yes,2013,208,front
Mazda,12500,vagon,73,2,Petrol,yes,2009,6,front
Volkswagen,12500,van,190,1.9,Diesel,yes,2008,T5 (Transporter) пасс.,front
Hyundai,12500,sedan,50,1.6,Petrol,yes,2013,Elantra,front
Renault,12500,vagon,150,1.5,Diesel,yes,2011,Kangoo пасс.,front
Toyota,12500,sedan,138,3.5,Petrol,yes,2007,Camry,front
Toyota,12500,sedan,150,2.4,Petrol,yes,2007,Camry,front
Chevrolet,12555,sedan,77,1.8,Gas,yes,2011,Cruze,front
Kia,12599,hatch,91,1.6,Petrol,yes,2012,Ceed,front
Audi,12600,sedan,294,3,Gas,yes,2004,A8,front
Hyundai,12600,sedan,87,1.6,Petrol,yes,2012,Elantra,front
Toyota,12600,sedan,205,2.4,Gas,yes,2006,Camry,front
Hyundai,12650,other,55,1.4,Diesel,yes,2013,i30,front
Hyundai,12650,hatch,36,1.4,Diesel,yes,2014,i30,front
Volkswagen,12650,van,167,2,Diesel,yes,2011,T5 (Transporter) груз,front
Volkswagen,12650,hatch,11,1,Petrol,yes,2014,Up,front
Volkswagen,12700,hatch,156,1.6,Diesel,yes,2011,Golf VI,front
Skoda,12700,sedan,77,1.6,Diesel,yes,2013,Rapid,front
Toyota,12700,sedan,130,2.4,Petrol,yes,2008,Camry,front
Volkswagen,12700,van,213,2,Diesel,yes,2012,T5 (Transporter) груз,front
Skoda,12700,sedan,125,1.8,Petrol,yes,2011,Octavia A5,front
Hyundai,12700,sedan,34,1.6,Petrol,yes,2013,Accent,front
Skoda,12700,vagon,105,1.8,Petrol,yes,2012,Octavia A5,front
Volkswagen,12700,van,75,1.2,Petrol,yes,2012,Caddy пасс.,front
Volkswagen,12700,van,164,1.6,Diesel,yes,2012,Touran,front
Mercedes-Benz,12700,hatch,140,1.7,Gas,yes,2007,B 170,front
Toyota,12700,sedan,136,3.5,Petrol,yes,2007,Camry,front
Toyota,12700,sedan,160,2.4,Gas,yes,2005,Camry,front
Citroen,12700,other,86,1.6,Petrol,yes,2012,Grand C4 Picasso,front
Peugeot,12745.2,hatch,0,1.2,Petrol,yes,2015,208,front
Mitsubishi,12750,sedan,59,2.4,Petrol,yes,2009,Galant,front
Opel,12750,sedan,119,1.8,Gas,yes,2010,Insignia,front
Mazda,12750,sedan,110,NA,Petrol,yes,2010,6,front
Toyota,12750,hatch,164,1.4,Diesel,yes,2012,Auris,front
Volkswagen,12750,vagon,130,1.4,Gas,yes,2010,Passat B6,front
Peugeot,12782.25,hatch,0,1.2,Petrol,yes,2016,208,front
Nissan,12799,crossover,84,1.6,Petrol,yes,2011,Qashqai,front
Opel,12800,van,190,1.7,Diesel,yes,2011,Zafira,front
Volkswagen,12800,vagon,167,1.6,Diesel,yes,2011,Golf Variant,front
Toyota,12800,sedan,145,2.4,Petrol,yes,2008,Camry,front
Peugeot,12800,hatch,56,1.6,Diesel,yes,2013,308,front
Skoda,12800,sedan,135,1.8,Petrol,yes,2011,Superb,front
Volkswagen,12800,van,230,2,Diesel,yes,2011,T5 (Transporter) груз,front
Hyundai,12800,sedan,106,2,Petrol,yes,2012,Sonata,front
Toyota,12800,sedan,123,3.5,Petrol,yes,2007,Camry,front
BYD,12800,crossover,42,2.4,Gas,yes,2013,S6,front
Mitsubishi,12800,crossover,153,1.6,Gas,yes,2011,ASX,front
Hyundai,12800,hatch,19,1.4,Petrol,yes,2013,i30,front
Renault,12800,hatch,125,1.1,Diesel,yes,2012,Laguna,front
Renault,12800,vagon,127,1.5,Diesel,yes,2011,Megane,front
Toyota,12800,sedan,181,2.4,Petrol,yes,2008,Camry,front
Skoda,12800,sedan,160,1.9,Diesel,yes,2010,Octavia A5,front
Audi,12800,sedan,217,1.8,Petrol,yes,2007,A4,front
Kia,12800,van,135,2.9,Diesel,yes,2008,Carnival,front
Toyota,12800,sedan,203,NA,Petrol,yes,2005,Camry,front
Renault,12800,other,188,2,Diesel,yes,2008,Trafic пасс.,front
Skoda,12800,vagon,94,1.8,Petrol,yes,2012,Octavia A5,front
Mazda,12800,sedan,73,2,Petrol,yes,2009,6,front
Kia,12800,hatch,50,1.6,Petrol,yes,2012,Soul,front
Skoda,12800,sedan,118,1.8,Petrol,yes,2010,Octavia A5,front
Hyundai,12800.775,hatch,0,1.4,Petrol,yes,2016,Solaris,front
Nissan,12850,hatch,30,NA,Other,yes,2011,Leaf,front
Renault,12850,other,226,2.3,Diesel,yes,2012,Master груз.,front
Mazda,12899,crossover,112,NA,Gas,yes,2008,CX-7,front
Skoda,12899,vagon,214,1.6,Diesel,yes,2010,Octavia A5,front
Toyota,12900,sedan,177,2.4,Gas,yes,2009,Camry,front
Volkswagen,12900,other,142,2,Petrol,yes,2007,Eos,front
Toyota,12900,sedan,137,2.4,Petrol,yes,2008,Camry,front
Volkswagen,12900,van,180,2,Diesel,yes,2012,T5 (Transporter) груз,front
Mazda,12900,sedan,65,2,Gas,yes,2009,6,front
Toyota,12900,hatch,37,1.4,Petrol,yes,2013,Auris,front
Volkswagen,12900,sedan,136,1.6,Diesel,yes,2010,Passat B6,front
Volkswagen,12900,van,127,1.6,Diesel,yes,2011,Caddy пасс.,front
Toyota,12900,sedan,129,1.8,Petrol,yes,2009,Avensis,front
Skoda,12900,sedan,91,1.8,Petrol,yes,2012,Octavia A5,front
Chrysler,12900,hatch,98,2.4,Gas,yes,2009,PT Cruiser,front
Mercedes-Benz,12900,hatch,130,2,Petrol,yes,2007,B 200,front
Volkswagen,12900,van,176,2.5,Diesel,yes,2008,T5 (Transporter) пасс.,front
Volkswagen,12900,sedan,157,1.8,Gas,yes,2008,Passat B6,front
Toyota,12900,sedan,134,2.4,Gas,yes,2007,Camry,front
Volkswagen,12900,van,290,1.9,Diesel,yes,2008,T5 (Transporter) пасс.,front
Ford,12900,hatch,35,1,Petrol,yes,2014,Fiesta,front
Mercedes-Benz,12900,hatch,150,2,Diesel,yes,2008,B 180,front
Mazda,12900,sedan,80,1.6,Gas,yes,2013,3,front
Opel,12950,van,230,2.5,Diesel,yes,2008,Vivaro пасс.,front
Honda,12990,sedan,111,1.8,Petrol,yes,2011,Civic,front
Toyota,12999,sedan,160,3.5,Gas,yes,2007,Avalon,front
Ford,12999,hatch,35,1.6,Gas,yes,2013,Fiesta,front
Skoda,12999,sedan,165,1.8,Petrol,yes,2009,Superb,front
Skoda,12999,sedan,69,1.8,Petrol,yes,2010,Octavia A5,front
Volkswagen,12999,van,237,2.5,Diesel,yes,2005,T5 (Transporter) пасс.,front
Volkswagen,12999,vagon,95,1.6,Diesel,yes,2010,Passat B6,front
Volkswagen,12999,van,237,2.5,Diesel,yes,2005,Multivan,front
Mercedes-Benz,12999,van,130,2.2,Diesel,yes,2012,Vito груз.,front
Volkswagen,12999,van,250,1.9,Diesel,yes,2009,T5 (Transporter) пасс.,front
Skoda,12999,sedan,70,1.6,Petrol,yes,2013,Octavia A5,front
Citroen,12999,hatch,78,1.4,Diesel,yes,2013,DS3,front
Volkswagen,12999,van,160,2,Diesel,yes,2011,T6 (Transporter) пасс.,front
Volkswagen,13000,sedan,140,2,Petrol,yes,2006,Jetta,front
Honda,13000,sedan,119,2.4,Other,yes,2008,Accord,front
Honda,13000,sedan,116,NA,Petrol,yes,2007,Accord,front
Volkswagen,13000,van,110,1.9,Diesel,yes,2009,T5 (Transporter) пасс.,front
Kia,13000,sedan,64,1.6,Gas,yes,2013,Rio,front
Hyundai,13000,other,72,2,Petrol,yes,2008,Coupe,front
Kia,13000,sedan,13,1.4,Petrol,yes,2015,Rio,front
Skoda,13000,sedan,129,1.8,Petrol,yes,2010,Octavia A5,front
Ford,13000,sedan,70,2.3,Petrol,yes,2010,Mondeo,front
Opel,13000,sedan,19,2.2,Petrol,yes,2007,Vectra C,front
Renault,13000,hatch,75,2,Petrol,yes,2013,Megane,front
Audi,13000,other,161,1.8,Gas,yes,2001,TT,front
Skoda,13000,vagon,198,1.6,Diesel,yes,2012,Octavia A5,front
Volkswagen,13000,van,178,2.5,Diesel,yes,2007,T6 (Transporter) пасс.,front
Kia,13000,other,112,1.6,Diesel,yes,2010,Soul,front
Subaru,13000,sedan,104,2.5,Petrol,yes,2007,Impreza WRX STI,front
Hyundai,13000,sedan,6,1.4,Petrol,yes,2012,Accent,front
Skoda,13100,hatch,86,1.8,Petrol,yes,2012,Octavia A5,front
Toyota,13100,sedan,200,3.5,Gas,yes,2006,Camry,front
Peugeot,13100,other,67,2,Petrol,yes,2007,307,front
Skoda,13100,sedan,93,1.8,Petrol,yes,2010,Octavia A5,front
Kia,13111,sedan,11,1.4,Petrol,yes,2015,Rio,front
Skoda,13150,hatch,108,1.8,Petrol,yes,2012,Octavia A5,front
Skoda,13200,hatch,64,1.8,Petrol,yes,2012,Octavia A5,front
Honda,13200,sedan,145,2,Gas,yes,2008,Accord,front
Honda,13200,sedan,100,1.8,Petrol,yes,2012,Civic,front
Renault,13200,van,230,2,Diesel,yes,2009,Trafic пасс.,front
Citroen,13200,hatch,85,NA,Diesel,yes,2012,C4,front
Mazda,13200,sedan,122,2,Gas,yes,2009,6,front
Skoda,13200,hatch,160,1.8,Petrol,yes,2011,Octavia A5,front
Hyundai,13200,sedan,50,1.6,Other,yes,2011,Elantra,front
Toyota,13200,sedan,38,1.33,Petrol,yes,2014,Corolla,front
Ford,13200,hatch,32,1,Petrol,yes,2014,Focus,front
Volkswagen,13200,van,150,1.4,Gas,yes,2012,Touran,front
Skoda,13200,hatch,67,1.8,Petrol,yes,2012,Octavia A5,front
Citroen,13200,vagon,141,1.6,Diesel,yes,2011,C4 Picasso,front
Toyota,13250,sedan,96,2.4,Gas,yes,2008,Rav 4,front
Ford,13266,hatch,19,NA,Other,yes,2013,Focus Electric,front
Nissan,13275,hatch,12,NA,Other,yes,2013,Leaf,front
Kia,13300,hatch,35,1.6,Petrol,yes,2012,Ceed,front
Toyota,13300,other,131,2.4,Gas,yes,2008,Camry,front
Honda,13300,sedan,148,NA,Petrol,yes,2009,Accord,front
Toyota,13300,sedan,152,2,Petrol,yes,2009,Avensis,front
Chevrolet,13300,hatch,77,1.8,Other,yes,2012,Cruze,front
Nissan,13300,crossover,87,2,Gas,yes,2011,Qashqai,front
Toyota,13300,sedan,158,2,Gas,yes,2009,Avensis,front
Volkswagen,13300,sedan,133,1.8,Petrol,yes,2008,Passat B6,front
Volkswagen,13300,van,250,2.5,Diesel,yes,2008,T5 (Transporter) пасс.,front
Honda,13300,hatch,53,1.4,Other,yes,2012,Insight,front
Volkswagen,13300,hatch,73,1.4,Petrol,yes,2011,Golf VI,front
Toyota,13300,sedan,104,2.4,Petrol,yes,2007,Camry,front
Skoda,13300,hatch,90,1.8,Petrol,yes,2012,Octavia A5,front
Volkswagen,13300.95,sedan,0,1.6,Petrol,yes,2016,Polo,front
Renault,13300.95,vagon,0,1.5,Diesel,yes,2016,Logan,front
Nissan,13303,hatch,33,NA,Other,yes,2012,Leaf,front
Renault,13321.3275,crossover,0,1.5,Diesel,yes,2016,Sandero StepWay,front
Audi,13333,other,178,2,Diesel,yes,2008,A6,front
Nissan,13350,other,72,1.5,Diesel,yes,2014,Note,front
Honda,13400,sedan,38,1.8,Petrol,yes,2012,Civic,front
Toyota,13400,sedan,125,2.4,Petrol,yes,2008,Camry,front
Skoda,13400,sedan,76,1.8,Petrol,yes,2013,Octavia A5,front
Renault,13400,vagon,190,1.5,Diesel,yes,2013,Laguna,front
Chery,13415.805,crossover,1,2,Petrol,yes,2016,Tiggo,front
Skoda,13450,sedan,109,1.8,Petrol,yes,2012,Octavia A5,front
Nissan,13455.4485,hatch,0,NA,Petrol,yes,2015,Micra,front
Kia,13460.265,hatch,1,1.6,Petrol,yes,2016,Ceed,front
Volkswagen,13499,sedan,162,1.4,Petrol,yes,2012,Passat B7,front
Volkswagen,13499,van,154,2,Diesel,yes,2013,T5 (Transporter) груз,front
Hyundai,13499,sedan,31,1.6,Petrol,yes,2013,Elantra,front
Volkswagen,13500,van,124,2,Diesel,yes,2013,T5 (Transporter) груз,front
Opel,13500,vagon,138,2,Diesel,yes,2010,Insignia,front
Honda,13500,sedan,111,2.4,Gas,yes,2009,Accord,front
Toyota,13500,sedan,144,3.5,Gas,yes,2007,Camry,front
Volkswagen,13500,hatch,48,1.4,Petrol,yes,2012,Polo,front
Toyota,13500,sedan,158,2.4,Gas,yes,2008,Camry,front
Skoda,13500,sedan,95,1.8,Petrol,yes,2012,Octavia A5,front
Volkswagen,13500,van,43,2,Diesel,yes,2014,T5 (Transporter) груз,front
Nissan,13500,crossover,88,2,Petrol,yes,2007,Qashqai,front
Renault,13500,hatch,10,1.6,Petrol,yes,2014,Megane,front
Toyota,13500,sedan,100,2.4,Petrol,yes,2007,Camry,front
Ford,13500,sedan,65,2.3,Petrol,yes,2009,Mondeo,front
Ford,13500,sedan,98,2.3,Gas,yes,2010,Mondeo,front
Audi,13500,sedan,196,2.4,Petrol,yes,2005,A6,front
Toyota,13500,sedan,139,2.4,Gas,yes,2008,Camry,front
Volkswagen,13500,sedan,104,1.8,Petrol,yes,2010,Passat B6,front
Volkswagen,13500,van,124,2,Diesel,yes,2013,T6 (Transporter) груз,front
Renault,13500,van,198,1.5,Diesel,yes,2012,Grand Scenic,front
Nissan,13550,crossover,54,1.6,Petrol,yes,2011,Juke,front
Renault,13600,vagon,164,1.5,Diesel,yes,2013,Grand Scenic,front
Honda,13600,sedan,130,2.4,Petrol,yes,2008,Accord,front
Nissan,13600,crossover,40,1.6,Petrol,yes,2011,Qashqai,front
Toyota,13621.4325,sedan,0,1.3,Petrol,yes,2015,Corolla,front
Citroen,13650,hatch,111,1.6,Gas,yes,2012,C4,front
Chrysler,13700,sedan,70,2.4,Petrol,yes,2008,Sebring,front
Honda,13700,sedan,120,3.5,Petrol,yes,2008,Accord,front
Honda,13700,sedan,14,1.8,Petrol,yes,2012,Civic,front
BMW,13700,sedan,254,3,Diesel,yes,2003,530,front
Volkswagen,13700,other,103,2,Diesel,yes,2013,T5 (Transporter) груз,front
Honda,13700,other,82,2.4,Petrol,yes,2008,Accord,front
Peugeot,13700,van,77,1.6,Diesel,yes,2011,3008,front
Nissan,13700,crossover,68,2,Gas,yes,2011,Qashqai,front
Volkswagen,13700,van,222,2,Diesel,yes,2011,T5 (Transporter) груз,front
Skoda,13700,hatch,119,1.8,Petrol,yes,2009,Superb,front
Opel,13700,van,131,2,Diesel,yes,2009,Vivaro пасс.,front
Peugeot,13700,hatch,54,1.6,Petrol,yes,2013,208,front
Peugeot,13700,hatch,2,1.2,Petrol,yes,2016,208,front
Audi,13700,sedan,300,2,Diesel,yes,2005,A6,front
Toyota,13700,sedan,48,1.4,Diesel,yes,2013,Corolla,front
Volkswagen,13700,sedan,134,2,Diesel,yes,2012,Passat B6,front
Volkswagen,13708.5,hatch,51,1.4,Petrol,yes,2014,Polo,front
Skoda,13777,vagon,175,1.6,Diesel,yes,2012,Octavia A5,front
Hyundai,13800,other,57,1.6,Petrol,yes,2012,Elantra,front
Toyota,13800,other,160,3.5,Gas,yes,2006,Camry,front
Peugeot,13800,crossover,97,1.6,Diesel,yes,2011,3008,front
Citroen,13800,hatch,94,1.6,Diesel,yes,2013,C4,front
Skoda,13800,sedan,125,1.8,Petrol,yes,2012,Octavia A5,front
Skoda,13800,sedan,109,1.9,Diesel,yes,2012,Octavia A5,front
Fiat,13820,sedan,0,1.4,Petrol,yes,2016,Tipo,front
Hyundai,13838.175,hatch,1,1.6,Diesel,yes,2015,i30,front
Toyota,13850,hatch,24,1.6,Other,yes,2010,Auris,front
Ford,13893.75,sedan,119,2,Petrol,yes,2011,Mondeo,front
Volkswagen,13893.75,sedan,0,1.6,Petrol,yes,2016,Polo,front
Mazda,13899,sedan,80,1.8,Gas,yes,2011,6,front
Toyota,13900,sedan,139,2.4,Other,yes,2008,Camry,front
Honda,13900,hatch,63,1.8,Petrol,yes,2013,Civic,front
Mazda,13900,van,107,2,Petrol,yes,2008,5,front
Hyundai,13900,sedan,75,1.6,Petrol,yes,2012,Elantra,front
Audi,13900,other,197,2,Diesel,yes,2006,A6,front
Volkswagen,13900,other,170,1.9,Diesel,yes,2006,Multivan,front
Volkswagen,13900,crossover,156,2,Diesel,yes,2012,T6 (Transporter) груз,front
Hyundai,13900,sedan,44,2,Petrol,yes,2010,Sonata,front
Toyota,13900,hatch,79,1.6,Gas,yes,2012,Auris,front
Citroen,13900,hatch,57,1.6,Gas,yes,2012,DS4,front
Volkswagen,13900,vagon,122,1.4,Gas,yes,2013,Touran,front
Peugeot,13900,crossover,93,1.6,Diesel,yes,2011,3008,front
Kia,13900,hatch,75,1.6,Petrol,yes,2012,Ceed,front
Toyota,13900,sedan,102,3.5,Gas,yes,2008,Camry,front
Toyota,13900,sedan,102,3.5,Gas,yes,2008,Camry,front
Renault,13900,vagon,89,1.5,Diesel,yes,2013,Megane,front
Nissan,13900,hatch,45,NA,Other,yes,2012,Leaf,front
Volkswagen,13900,vagon,123,1.4,Gas,yes,2013,Touran,front
Volkswagen,13950,hatch,104,1.2,Petrol,yes,2012,Golf Plus,front
Hyundai,13950,sedan,67,1.8,Petrol,yes,2012,Elantra,front
Volkswagen,13972.0737,sedan,0,1.6,Petrol,yes,2016,Polo,front
Nissan,13980,hatch,31,NA,Other,yes,2013,Leaf,front
Nissan,13990,sedan,73,2.5,Petrol,yes,2013,Teana,front
Volkswagen,13995,van,147,1.6,Diesel,yes,2013,Touran,front
Skoda,13999,sedan,88,1.8,Petrol,yes,2012,Octavia A5,front
Nissan,13999,sedan,121,3.5,Petrol,yes,2010,Teana,front
BYD,13999,crossover,14,2.4,Gas,yes,2013,S6,front
Toyota,13999,sedan,198,2.4,Gas,yes,2009,Camry,front
Opel,13999,van,180,2,Diesel,yes,2012,Vivaro пасс.,front
Renault,13999,van,180,2,Diesel,yes,2012,Trafic пасс.,front
Fiat,13999,other,120,1.6,Diesel,yes,2012,Doblo пасс.,front
Citroen,13999,van,67,1.6,Diesel,yes,2012,Berlingo пасс.,front
Volkswagen,13999,van,175,2,Diesel,yes,2012,T5 (Transporter) груз,front
Hyundai,13999,sedan,9,1.4,Diesel,yes,2014,i30,front
Toyota,14000,sedan,25,2.5,Petrol,yes,2014,Camry,front
Opel,14000,van,210,2.5,Diesel,yes,2011,Vivaro пасс.,front
Peugeot,14000,vagon,45,1.6,Diesel,yes,2013,Partner пасс.,front
Honda,14000,sedan,104,2,Gas,yes,2008,Accord,front
Toyota,14000,sedan,1,1.8,Petrol,yes,2008,Avensis,front
Skoda,14000,sedan,70,2,Petrol,yes,2008,Octavia A5,front
Toyota,14100,sedan,113,2.4,Gas,yes,2009,Camry,front
Toyota,14100,hatch,67,1.6,Petrol,yes,2012,Auris,front
Honda,14100,sedan,97,2,Petrol,yes,2008,Accord,front
Volkswagen,14100,vagon,115,2,Diesel,yes,2011,Caddy пасс.,front
Ford,14199,other,165,2.2,Diesel,yes,2013,Transit Custom,front
Nissan,14200,sedan,28,NA,Other,yes,2014,Leaf,front
Honda,14200,other,130,2.4,Petrol,yes,2009,Accord,front
Hyundai,14200,sedan,41,1.8,Gas,yes,2014,Elantra,front
Nissan,14200,hatch,23,NA,Other,yes,2014,Leaf,front
Audi,14200,vagon,200,2.7,Diesel,yes,2006,A6,front
Kia,14200,sedan,60,1.6,Petrol,yes,2013,Cerato,front
Nissan,14200,sedan,48,2.5,Petrol,yes,2013,Teana,front
Nissan,14200,sedan,18,NA,Other,yes,2014,Leaf,front
Citroen,14222,van,42,1.6,Diesel,yes,2015,Berlingo пасс.,front
Nissan,14246,hatch,42,NA,Other,yes,2013,Leaf,front
Toyota,14299,sedan,83,2,Petrol,yes,2009,Avensis,front
Toyota,14300,sedan,71,2.4,Petrol,yes,2008,Camry,front
Opel,14300,sedan,83,1.8,Gas,yes,2010,Insignia,front
Toyota,14300,hatch,60,1.6,Petrol,yes,2013,Auris,front
Nissan,14300,hatch,68,NA,Other,yes,2013,Leaf,front
Skoda,14356.875,sedan,1,1.6,Petrol,yes,2015,Octavia A7,front
Volkswagen,14400,van,237,2,Diesel,yes,2010,T5 (Transporter) пасс.,front
